Sector: Iron & Steel,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Dhatre Udyog Ltd.,DHATRE,Steel & Iron Products,70.82,BSE,6.53,0.46,2,2025-03,0,70.03,2024-12,200.7,4.99,2025-03,0,0,1.08,2,2025-03,0,2.5,3.56,"DHATRE,"
Abha Power And Steel Ltd.,ABHAPOWER,Steel & Iron Products,69.89,NSE,37.60,-1.83,1,2025-03,21.15,75.62,2025-03,70.18,6.23,2025-03,11.22,,1.37,1,2025-03,0.42,18.22,18.31,"ABHAPOWER,"
Unison Metals Ltd.,UNISON,Steel & Iron Products,69.88,BSE,23.59,-1.46,2,2025-03,63.27,131.03,2025-06,397.06,4.06,2025-06,17.06,1.01,0.97,2,2024-03,1.81,11.28,14.48,"UNISON,"
Tulsyan NEC Ltd.,TULSYAN,Steel & Iron Products,69.12,BSE,41.99,-5.00,2,2025-03,372.62,441.41,2025-06,850.34,-83.39,2025-06,0,0,0.29,2,2025-03,1.49,-24.45,-0.86,"TULSYAN,"
Swastik Pipes Ltd.,SWASTIK,Steel & Iron Products,69,NSE,29.70,-4.65,1,2025-03,126.37,179.1,2025-03,747.17,-7.22,2025-03,0,,0.32,1,2024-03,0.53,2.43,7.59,"SWASTIK,"
Mittal Sections Ltd.,MITTALSTL,Steel & Iron Products,64.55,BSE,55.80,4.99,1,2025-03,21.09,85.61,,,,2025-03,17.87,,4.6,1,2025-03,2.04,42.3,26,"MITTALSTL,"
NewMalayalam Steel Ltd.,NMSTEEL,Steel & Iron Products,53.42,NSE,30.90,,1,2025-03,18.31,51.48,2025-03,304.16,4.41,2025-03,12.11,,0.68,1,2025-03,0.23,7.42,9.64,"NMSTEEL,"
Nova Iron & Steel Ltd.,NOVIS,Steel & Iron Products,49.29,BSE,13.89,0.00,1,2025-03,247.05,295.32,2025-06,404.79,146.51,2025-06,0.34,0.03,-5.42,1,2025-03,-21.86,0,63.82,"NOVIS,"
Metal Coatings (India) Ltd.,METALCO,Steel & Iron Products,49.07,BSE,66.80,2.06,1,2025-03,1.6,50.38,2025-06,155.65,2.22,2025-06,22.1,-6.04,1.15,1,2025-03,0.04,5.79,12.77,"METALCO,"
Chennai Ferrous Industries Ltd.,CHENFERRO,Steel/Sponge Iron/Pig Iron,46.66,BSE,129.15,-2.31,1,2025-03,0,46.16,2025-06,216.53,4.6,2025-06,10.14,2.2,1.68,1,2025-03,0,17.08,24.05,"CHENFERRO,"
Rathi Bars Ltd.,RATHIBAR,Steel & Iron Products,46.43,BSE,28.50,-1.14,1,2025-03,81.98,128.16,2025-03,496.29,2.56,2025-03,18.1,-15.47,0.48,1,2025-03,0.85,2.69,5.91,"RATHIBAR,"
Deem Roll-Tech Ltd.,DEEM,Steel & Iron Products,42.52,NSE,51.00,-1.83,1,2025-03,22.46,62.43,2025-03,92.91,2.9,2025-03,14.67,,0.57,1,2025-03,0.3,3.9,5.26,"DEEM,"
Ashirwad Steels & Industries Ltd.,ASHSI,Steel & Iron Products,37.73,BSE,30.00,0.64,1,2025-09,,36.14,2025-09,2.06,2.3,2025-09,16.38,0.77,0.45,1,2025-03,0,2.8,3.82,"ASHSI,"
Kalana Ispat Ltd.,KALANA,Steel & Iron Products,36.51,NSE,28.00,0.00,1,2025-03,2.59,19.66,2025-03,55.19,1.21,2025-03,30.14,,0.85,1,2025-03,0.06,4.5,6.98,"KALANA,"
Kridhan Infra Ltd.,KRIDHANINF,Steel & Iron Products,32.7,NSE,3.53,0.28,2,2025-03,25.47,54.9,2025-06,4.12,73.57,2025-06,0.44,0.03,-0.12,2,2025-03,-0.09,0,0,"KRIDHANINF,"
Umiya Tubes Ltd.,UMIYA,Steel & Iron Products,30.85,BSE,23.99,1.83,1,2024-09,1.6,32.35,2025-06,0.21,-0.34,2025-06,0,,2.11,1,2024-03,0.5,-28.5,-16.35,"UMIYA,"
Bombay Wire Ropes Ltd.,BOMBWIR,Steel & Iron Products,29.71,BSE,55.67,-0.34,1,2025-09,,22.93,2025-09,0,-1.09,2025-09,0,,3.83,1,2025-03,0,-17.08,-7.24,"BOMBWIR,"
Earthstahl & Alloys Ltd.,EARTH,Steel & Iron Products,28.15,BSE,23.00,,1,2025-03,18.3,46.4,2025-03,72.28,0.53,2025-03,52.72,,0.75,1,2025-03,0.49,1.44,3.58,"EARTH,"
Grand Foundry Ltd.,GFSTEELS,Steel & Iron Products,27.54,NSE,10.21,,1,2025-03,5.58,33.12,2025-06,0,-0.62,2025-06,0,0,-4.76,1,2025-03,-0.99,0,0,"GFSTEELS,"
National General Industries Ltd.,NATGENI,Steel & Iron Products,25.49,BSE,46.10,-1.01,1,2025-03,0.42,25.86,2025-06,9.15,0.52,2025-06,48.93,1.95,0.69,1,2024-03,0.04,9.34,9.9,"NATGENI,"
Inducto Steel Ltd.,INDCTST,Steel & Iron Products,24.8,BSE,61.74,-2.00,2,2025-03,16.41,40.9,2025-06,165.77,-3.05,2025-06,0,,0.63,2,2024-03,0.08,0.37,7.25,"INDCTST,"
Ankit Metal & Power Ltd.,ANKITMETAL,Steel & Iron Products,23.99,NSE,1.67,2.45,1,2023-09,1104.9,1127.8,2023-12,818,-256.8,2023-12,0,0,,1,2023-03,-1.25,0,-34.2,"ANKITMETAL,"
Bloom Industries Ltd.,BLOIN,Metal - Ferrous,23.98,BSE,40.00,-0.74,1,2025-03,5.13,29.11,2025-06,21.55,0.42,2025-06,57.65,1.69,2.7,1,2025-03,0.53,5.4,10.23,"BLOIN,"
Modern Steels Ltd.,MDRNSTL,Steel & Iron Products,23.27,BSE,16.99,-0.53,1,2025-03,0.2,23.43,2025-06,0,4.7,2025-06,4.95,0.31,1.34,1,2025-03,0.01,29.64,28.07,"MDRNSTL,"
Quality Foils (India) Ltd.,QFIL,Steel & Iron Products,21.98,NSE,77.00,0.00,1,2025-09,68.41,88.95,2025-03,150.85,1.42,2025-03,15.49,,0.73,1,2025-03,1.95,4.82,6.23,"QFIL,"
Rishabh Digha Steel & Allied Products Ltd.,RISHDIGA,Steel & Iron Products,21.11,BSE,38.48,12.15,1,2025-03,,21.06,2025-06,1.05,0.17,2025-06,124.92,-4.44,1.16,1,2024-03,0.17,93.52,100.61,"RISHDIGA,"
Taparia Tools Ltd.,TAPARIA,Steel & Iron Products,20.29,BSE,13.37,,1,2025-03,0,13.26,2025-06,943.38,127.04,2025-06,0.16,0,0.05,1,2025-03,0,35.64,48.04,"TAPARIA,"
Excellent Wires And Packaging Ltd.,EXCELLENT,Steel & Iron Products,19.67,NSE,44.00,,1,2025-03,0,13.46,2025-03,22.2,1.14,2025-03,17.61,,1.03,1,2025-03,0,9.67,12.22,"EXCELLENT,"
Supreme Engineering Ltd.,SUPREMEENG,Steel & Iron Products,18,NSE,0.72,,1,2025-03,89.67,105.48,2025-03,16.82,-11.81,2025-03,0,,-0.2,1,2024-03,-1.29,0,-22.54,"SUPREMEENG,"
Mukat Pipes Ltd.,MUKATPIP,Steel & Iron Products,17.92,BSE,15.15,-2.26,1,2025-03,3.53,20.24,2025-06,3.75,-0.15,2025-06,0,,-2.55,1,2025-03,-0.5,0,0,"MUKATPIP,"
Ashiana Ispat Ltd.,ASHIS,Steel & Iron Products,17.55,BSE,22.03,1.94,1,2024-09,92.78,108.92,2024-12,231.02,-4.77,2024-12,0,0,0.52,1,2024-03,2.62,3.88,8.21,"ASHIS,"
Crimson Metal Engineering Company Ltd.,CRIMSON,Steel & Iron Products,14.98,BSE,33.83,,1,2025-03,24.47,39.25,2025-06,9.7,0.11,2025-06,137.44,11.85,2.67,1,2025-03,4.37,2.44,8.16,"CRIMSON,"
Tamilnadu Steel Tubes Ltd.,TNSTLTU,Steel & Iron Products,14.06,BSE,27.44,1.97,1,2025-03,8.87,21.39,2025-06,78,0.05,2025-06,275.73,17.99,1.47,1,2025-03,0.93,1.05,4.51,"TNSTLTU,"
Eastcoast Steel Ltd.,ECSTSTL,Steel & Iron Products,13.84,BSE,25.65,-1.31,1,2025-03,2.55,9.14,2025-06,5.43,-0.23,2025-06,0,0,0.71,1,2025-03,0.13,-0.79,-1.68,"ECSTSTL,"
Steelco Gujarat Ltd.,STEELCO,Steel & Iron Products,12.71,BSE,25.59,,1,2025-03,91.34,101.78,2025-06,4.21,-22,2025-06,0,,-0.27,1,2024-03,-3.9,0,1822.42,"STEELCO,"
Aanchal Ispat Ltd.,AANCHALISP,Steel & Iron Products,10.59,BSE,5.08,,1,2025-03,0,7.16,2025-06,129.81,-13.36,2024-12,12.45,1.43,-7,1,2025-03,0,-1168.72,-41.42,"AANCHALISP,"
Monind Ltd.,MONIND,Steel & Iron Products,10.25,BSE,27.84,,1,2025-03,27.33,37.53,2025-06,0,-2.61,2025-06,0,,-0.19,1,2024-03,-0.49,0,0,"MONIND,"
Shree Steel Wire Ropes Ltd.,SSWRL,Steel & Iron Products,9.4,BSE,28.38,2.83,1,2025-03,0,6.75,2025-06,9.87,-0.47,2025-06,0,,0.72,1,2025-03,0,-1.9,-2.49,"SSWRL,"
MFS Intercorp Ltd.,MFSINTRCRP,Metal - Ferrous,6.86,BSE,16.00,4.58,1,2025-03,0,6.71,2025-06,0.19,-0.14,2025-06,0,0,12,1,2025-03,0,-1.14,-1.14,"MFSINTRCRP,"
Aditya Ispat Ltd.,ADITYA,Steel & Iron Products,5.34,BSE,9.98,10.89,1,2025-03,25.67,30.88,2025-06,39.78,-1.19,2025-06,0,,0.78,1,2025-03,3.29,-9.58,2.5,"ADITYA,"
Heera Ispat Ltd.,HEERAISP,Steel & Iron Products,4.97,BSE,8.45,5.89,1,2025-03,0.99,5.38,2025-06,0,-0.65,2025-06,0,,-6.53,1,2025-03,-1.76,0,-237.85,"HEERAISP,"
Vallabh Steels Ltd.,VALLABHSQ,Steel & Iron Products,4.95,BSE,9.99,,1,2025-03,46.33,51.25,2025-06,0,-1.35,2025-06,0,0,-0.22,1,2025-03,-2.1,0,-5.71,"VALLABHSQ,"
Elango Industries Ltd.,ELANGO,Steel/Sponge Iron/Pig Iron,4.72,BSE,12.36,-1.98,1,2025-03,,4.72,2025-06,1.13,-0.17,2025-06,0,,1.27,1,2024-03,0,-3.57,-3.39,"ELANGO,"
Mahalaxmi Seamless Ltd.,MAHALXSE,Steel & Iron Products,4.29,BSE,8.15,2.64,1,2025-03,1.41,5.38,2025-06,1.87,0.27,2025-06,15.94,0.44,-10.91,1,2024-03,-2.12,0,-82.34,"MAHALXSE,"
Gopal Iron & Steels Company (Gujarat) Ltd.,GOPAIST,Steel & Iron Products,2.96,BSE,6.01,-2.28,1,2025-03,0.53,3.46,2025-06,1.62,-0.14,2025-06,0,0,3.62,1,2025-03,0.59,-2.69,-1.51,"GOPAIST,"
Bengal Steel Industries Ltd.,BENGALS,Steel & Iron Products,0.02,BSE,0.05,,2,2025-09,,-1.15,2025-09,0.6,0.3,2024-03,0.33,,0,2,2024-03,0,0.76,0.91,"BENGALS,"
Welspun Specialty Solutions Ltd. - (Rights Entitlements (REs)),WELSPL-RE,Steel & Iron Products,0,BSE,1.15,,1,,,0,,,,-0,,,,1,-0,,,,"WELSPL-RE,"
Unison Metals Ltd. - (Rights Entitlements (REs)),UNISON-RE,Steel & Iron Products,0,BSE,0.14,,1,,,0,,,,-0,,,,1,-0,,,,"UNISON-RE,"
