Sector: Agriculture,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Sameera Agro & Infra Ltd.,SAIFL,Agriculture,83.67,NSE,14.05,0.36,1,2025-03,5.99,89.47,2025-03,236.46,14.21,2025-03,5.89,,0.58,1,2024-03,0.03,19.33,25.17,"SAIFL,"
Trescon Ltd.,TRESCON,Floriculture,79.21,BSE,11.14,1.83,2,2025-03,30.14,106.28,2025-06,13.84,-2.02,2025-06,0,,0.7,2,2025-03,0.27,-2.46,-2.13,"TRESCON,"
Agri-Tech (India) Ltd.,AGRITECH,Agriculture,77.58,NSE,130.56,1.11,1,2025-03,0,77.36,2025-06,0.22,-0.56,2025-06,0,,0.78,1,2025-03,0,-1.1,-1.1,"AGRITECH,"
Lead Reclaim And Rubber Products Ltd.,LRRPL,Rubber  Products,77.33,NSE,89.50,-4.33,1,2025-03,4.87,81.4,2025-03,31.12,1.46,2025-03,52.97,,4.15,1,2024-03,0.37,3.36,8.6,"LRRPL,"
Dhampure Speciality Sugars Ltd.,DHAMPURE,Sugar,77.07,BSE,89.00,1.19,2,2025-03,0,75.06,2025-06,42.75,3.29,2025-06,23.45,0.35,1.99,2,2025-03,0,9.47,12.4,"DHAMPURE,"
Indrayani Biotech Ltd.,INDRANIB,Floriculture,72.58,BSE,15.90,1.53,2,2025-03,137.07,209.37,2025-06,127.8,-6.8,2025-06,0,,1,2,2024-03,1.71,19.41,14.4,"INDRANIB,"
Terai Tea Company Ltd.,TERAI,Tea/Coffee,71.37,BSE,103.75,0.92,2,2025-03,68.13,87.95,2025-06,113.95,3.04,2025-06,7.47,0.26,0.43,2,2025-03,0.42,2.36,3.83,"TERAI,"
Pentagon Rubber Ltd.,PENTAGON,Rubber  Products,69.78,NSE,90.50,-4.74,1,2025-03,25.02,87.5,2025-03,49.32,2.68,2025-03,25.99,,2.18,1,2024-03,0.83,23.46,17.62,"PENTAGON,"
Unique Organics Ltd.,UNIQUEO,Solvent  Extraction,68.67,BSE,115.85,1.98,1,2025-03,0,53.28,2025-06,150.51,9.22,2025-06,7.45,0.04,1.94,1,2025-03,0,37.94,50.09,"UNIQUEO,"
Simran Farms Ltd.,SIMRAN,Agriculture,66.39,BSE,170.10,-1.36,2,2025-03,41.45,105.8,2025-06,862.94,-2.07,2025-06,0,0,1.77,2,2025-03,1.13,17.36,12.33,"SIMRAN,"
Vistar Amar Ltd.,VISTARAMAR,Aquaculture,66.24,BSE,115.00,-0.90,1,2025-03,0,58.34,2025-06,42.91,-0.44,2025-06,0,,1.44,1,2025-03,0,-4.78,-4.42,"VISTARAMAR,"
Dhanlaxmi Crop Science Ltd.,DHANLAXMI,Agriculture,65.31,NSE,40.00,1.39,1,2025-03,7.17,58.59,2025-03,129.3,8.68,2025-03,7.52,,1.42,1,2025-03,0.16,27.98,35.34,"DHANLAXMI,"
Nirman Agri Genetics Ltd.,NIRMAN,Agriculture,62.07,NSE,77.50,-4.97,1,2025-03,0.44,36.64,2025-03,236.52,25.1,2025-03,2.45,,0.56,1,2025-03,0,34.33,35.17,"NIRMAN,"
Warren Tea Ltd.,WARRENTEA,Tea/Coffee,60.24,BSE,50.45,0.98,2,2025-03,0,59.22,2025-06,0,0.13,2025-06,47.44,3.03,0.62,2,2025-03,0,0.66,1.66,"WARRENTEA,"
Rajgor Castor Derivatives Ltd.,RCDL,Agriculture,59.31,NSE,24.80,-0.40,1,2025-03,43.68,101.75,2025-03,625.4,9.01,2025-03,6.58,,0.71,1,2025-03,0.53,11.46,17.34,"RCDL,"
Rukmani Devi Garg Agro Impex Ltd.,RDGAIL,Agriculture,57.69,BSE,65.00,8.48,1,2025-03,49.21,106.79,,,,2024-03,10.63,,,2,2025-03,1.52,26.43,19.2,"RDGAIL,"
MM Rubber Company Ltd.,MMRUBBR-B,Rubber  Products,53.6,BSE,86.02,-9.25,1,2025-03,10.7,64.07,2025-06,39.93,-4.32,2025-06,0,,11.48,1,2025-03,2.07,-52.59,-16.75,"MMRUBBR-B,"
Rex Sealing and Packing Industries Ltd.,REXSEAL,Rubber  Products,51.41,BSE,216.00,,1,2025-03,10.78,62.05,2025-03,34.8,1.93,2025-03,26.6,,2.82,1,2025-03,0.64,12.1,12.94,"REXSEAL,"
Vishwas Agri Seeds Ltd.,VISHWAS,Agriculture,47.5,NSE,47.50,-1.25,1,2025-03,42.26,84.33,2025-03,102.28,6.71,2025-03,7.08,,0.72,1,2024-03,0.52,20.96,20.89,"VISHWAS,"
Diana Tea Company Ltd.,DIANATEA,Tea/Coffee,45.21,BSE,30.39,2.05,1,2025-03,43.56,85.87,2025-06,76.09,-1.82,2025-06,0,,0.82,1,2025-03,0.82,-8.3,-1.36,"DIANATEA,"
Simbhaoli Sugars Ltd.,SIMBHALS,Sugar,42.77,NSE,10.28,-4.99,1,2025-03,1010.75,989.12,2025-06,1050.58,24.84,2025-06,1.72,0.19,-0.75,2,2024-03,-7.83,0,2.13,"SIMBHALS,"
Ravalgaon Sugar Farm Ltd.,RAVALSUGAR,Sugar,36.69,BSE,1079.00,0.00,1,2025-03,0,36.41,2025-06,0,-2.01,2025-06,0,0,2.52,1,2025-03,0,-12.59,-10.58,"RAVALSUGAR,"
Vandan Foods Ltd.,VANDAN,Solvent  Extraction,35.13,BSE,41.90,0.00,1,2025-03,18.28,53.38,2025-03,108.2,6.91,2025-03,5.09,,0.82,1,2024-03,0,45.41,58.73,"VANDAN,"
PAOS Industries Ltd,PAOS,Solvent  Extraction,34.42,BSE,56.40,,1,2025-03,58.72,87.51,2025-06,77.25,-0.18,2025-06,0,,-2.07,1,2024-03,-1,0,-182.74,"PAOS,"
Tyroon Tea Company Ltd.,TYROON,Tea/Coffee,32.98,BSE,96.90,-1.92,1,2025-03,0.15,31.52,2025-06,38.24,1.04,2025-06,31.84,1.07,0.8,1,2025-03,0,8.4,9.85,"TYROON,"
Grameva Ltd.,BFFL,Agriculture,29.37,BSE,66.40,3.27,1,2025-03,8.64,37.88,2025-06,37.79,1.06,2025-06,27.76,-36.53,3.32,1,2024-03,0.37,4.55,9.6,"BFFL,"
Kanco Tea & Industries Ltd.,KANCOTEA,Tea/Coffee,29.1,BSE,56.81,-2.15,2,2025-03,46,65.55,2025-06,63.66,-7.09,2025-06,0,,0.46,2,2025-03,0.75,-12.97,-4.15,"KANCOTEA,"
Shree Ganesh Bio-Tech (India) Ltd.,SHREEGANES,Agriculture,29.1,BSE,0.74,1.37,1,2025-09,1.43,30.46,2025-09,19.57,0.17,2025-09,173.21,54.64,0.46,1,2025-03,0,0.44,0.61,"SHREEGANES,"
Times Green Energy (India) Ltd.,TIMESGREEN,Agriculture,28.57,BSE,102.50,0.49,1,2025-09,3.12,31.67,2025-03,40.04,0.37,2025-03,71.57,3.38,1.86,1,2025-03,0.49,6.22,10.46,"TIMESGREEN,"
Continental Seeds and Chemicals Ltd.,CONTI,Agriculture,28.25,NSE,21.40,,1,2025-03,3.91,32.03,2025-03,90.75,1.83,2025-03,15.48,-22.11,1.19,1,2025-03,0.17,10.41,10.29,"CONTI,"
Vrundavan Plantation Ltd.,VPL,Agriculture,25.6,BSE,48.00,,1,2025-03,2.85,27.2,2025-03,25.51,1.76,2025-03,14.56,,1.13,1,2025-03,0.13,8.05,10.37,"VPL,"
Cochin Malabar Estates & Industries Ltd.,COCHMAL,Rubber  Products,25.38,BSE,143.20,0.14,1,2025-09,3.59,28.82,2025-09,0,1.39,2025-09,18.27,0.5,-13.75,1,2025-03,-2.15,0,61.49,"COCHMAL,"
Hindustan Agrigenetics Ltd.,HINDUST,Agriculture,24.96,BSE,55.10,-3.76,1,2025-03,,19.82,2025-06,0.08,0.05,2025-06,479.96,,2.01,1,2023-03,0,145.7,146.43,"HINDUST,"
Indong Tea Company Ltd.,INDONG,Tea/Coffee,24.43,BSE,12.50,,1,2025-03,9.97,33.15,2025-03,30.33,0.32,2025-03,75.73,,0.78,1,2025-03,0.32,1.31,3.7,"INDONG,"
Vamshi Rubber Ltd.,VAMSHIRU,Rubber  Products,22.29,BSE,52.98,4.13,1,2025-03,20.6,42.11,2025-06,85.93,0.79,2025-06,28.11,1.85,1.5,1,2024-03,1.35,4.59,8.63,"VAMSHIRU,"
Gajanand International Ltd.,GAJANAND,Agriculture,21.28,NSE,11.30,-3.83,1,2025-03,8.1,28.87,2025-03,95.06,0.36,2025-03,59.84,,0.58,1,2025-03,0.22,1.3,4.21,"GAJANAND,"
Kisaan Parivar Industries Ltd.,KISAAN,Solvent  Extraction,21.22,BSE,24.12,-0.66,1,2025-09,,21.12,2025-09,4.67,1.63,2025-09,13.04,0.12,2.73,1,2025-03,0,30.84,42.99,"KISAAN,"
TGIF Agribusiness Ltd.,TGIF,Agriculture,20.96,BSE,81.00,1.25,1,2025-03,0,16.03,2025-03,3.34,1.74,2025-03,12.06,,1.96,1,2025-03,0,26.18,27.6,"TGIF,"
NCC Blue Water Products Ltd.,NCCBLUE,Aquaculture,20.69,BSE,26.70,-4.98,1,2025-03,0,12.26,2025-06,0,3.51,2025-06,5.89,-0.24,1.75,1,2025-03,0,34.94,45.99,"NCCBLUE,"
Alfavision Overseas (India) Ltd.,ALFAVIO,Agriculture,19.39,BSE,6.15,0.49,1,2025-03,135.66,154.97,2025-06,2.27,0.14,2025-06,138.49,2.56,0.46,1,2024-03,2.96,0.66,0.59,"ALFAVIO,"
Eastern Treads Ltd.,EASTRED,Rubber  Products,15.97,BSE,29.30,0.62,1,2025-03,33.34,48.11,2025-06,62.69,-1.78,2025-06,0,,-0.92,1,2025-03,-1.95,0,-7.96,"EASTRED,"
BKV Industries Ltd.,BKV,Aquaculture,14.95,BSE,9.68,3.86,1,2025-03,0,14.52,2025-06,0.8,-0.04,2025-06,0,0,21.48,1,2025-03,0,0.6,0.6,"BKV,"
Shree Ram Proteins Ltd.,SRPL,Solvent  Extraction,14.78,NSE,0.69,1.47,1,2025-03,38.14,52.9,2025-06,0,-22.39,2025-06,0,,0.62,1,2023-03,0.66,7.1,10.19,"SRPL,"
Asian Warehousing Ltd.,ASIAN,Agriculture,14.12,BSE,40.50,3.82,1,2025-03,6.97,21.08,2025-06,2.15,-0.07,2025-06,0,,4.3,1,2025-03,2.12,1.84,5.05,"ASIAN,"
Tarai Foods Ltd.,TARAI,Agriculture,13.26,BSE,7.48,3.31,1,2025-06,2.64,15.26,2025-06,0,-0.4,2025-06,0,,0.6,1,2024-03,-1.11,0,-19.31,"TARAI,"
Octavius Plantations Ltd.,OCTAVIUSPL,Tea/Coffee,12.95,BSE,43.18,2.08,1,2025-03,7.98,20.6,2025-06,28.85,0.88,2025-06,14.79,8.6,0.67,1,2023-03,0.09,12.27,15.92,"OCTAVIUSPL,"
Shree Rajivlochan Oil Extraction Ltd.,SHRAJOI,Solvent  Extraction,11.08,BSE,26.11,-4.57,1,2025-03,0.41,11.46,2025-06,0,-0.1,2025-06,0,,1.8,1,2025-03,0.08,-2.48,-2.35,"SHRAJOI,"
Shanti Overseas (India) Ltd.,SHANTI,Solvent  Extraction,10.97,NSE,9.88,-0.40,2,2025-03,1.33,12.22,2025-06,24.86,-2.35,2025-06,0,,0.94,2,2024-03,0.05,-10.39,-12.05,"SHANTI,"
SC Agrotech Ltd.,SCAGRO,Agriculture,10.34,BSE,17.25,0.88,1,2025-03,,10.14,2025-06,2.14,0.01,2025-06,0,0,3.62,1,2024-03,0,9.47,10.09,"SCAGRO,"
Datiware Maritime Infra Ltd.,DATIWARE,Aquaculture,10.28,BSE,20.56,,1,2025-03,8.71,18.98,2025-06,0.33,-0.51,2025-06,0,,-4.03,1,2025-03,-3.69,0,1.23,"DATIWARE,"
Omega Ag-Seeds (Punjab) Ltd.,OMEAG,Agriculture,10.2,BSE,12.91,4.96,1,2025-06,0.49,10.67,2025-06,0,0.32,2025-06,31.69,0.37,-34.87,1,2025-03,-1.53,0,0,"OMEAG,"
Shree Hanuman Sugar & Industries Ltd.,HANSUGAR,Sugar,9.44,BSE,5.25,-0.94,1,2025-09,55.84,63.2,2025-09,0,-1.06,2025-09,0,0,0.06,1,2024-03,0.36,-0.17,-0.12,"HANSUGAR,"
Genomic Valley Biotech Ltd.,GVBL,Agriculture,9.43,BSE,30.87,-0.45,1,2025-09,,9.42,2025-09,0.66,0.1,2025-09,93.36,21.12,2.4,1,2024-03,0,0.43,0.45,"GVBL,"
Pioneer Agro Extracts Ltd.,PIONAGR,Solvent  Extraction,9.4,BSE,21.69,,1,2025-09,,9.39,2025-09,1.03,0.02,2025-06,104.41,-4.45,1.79,1,2025-03,0,2.72,2.82,"PIONAGR,"
Retro Green Revolution Ltd.,RGRL,Tea/Coffee,8.21,BSE,2.16,-4.85,1,2025-03,0.54,8.23,2025-06,2.06,-0.05,2025-06,0,0,0.22,1,2024-03,0.04,5.54,5.33,"RGRL,"
Progrex Ventures Ltd.,PROGREXV,Solvent  Extraction,7.97,BSE,22.10,,1,2025-03,0.04,7.93,2025-06,0,-0.14,2025-06,0,0,1.09,1,2025-03,0.01,-1.9,-1.89,"PROGREXV,"
Khandelwal Extractions Ltd.,ZKHANDEN,Solvent  Extraction,7.33,BSE,86.10,-3.21,1,2025-03,0,5.73,2025-06,0.67,0.23,2025-06,32.42,1.49,2.5,1,2025-03,0,10.81,13.56,"ZKHANDEN,"
Bansisons Tea Industries Ltd.,BANSTEA,Tea/Coffee,5.47,BSE,8.64,,1,2025-09,,5.2,2025-09,0,-0.06,2025-09,0,,0.91,1,2024-03,0,-2.65,-2.65,"BANSTEA,"
Natura Hue Chem Ltd.,NATHUEC,Agriculture,5.14,BSE,12.40,-1.59,1,2025-03,0.25,4.89,2025-06,0,-0.01,2025-06,0,0,0.49,1,2025-03,0.02,-0.1,-0.16,"NATHUEC,"
Ashoka Refineries Ltd.,ASHOKRE,Solvent  Extraction,4.32,BSE,12.71,,1,2025-03,0.15,4.18,2025-06,0.05,-0.18,2025-06,0,,1.71,1,2025-03,0.06,-6.28,-5.93,"ASHOKRE,"
Beeyu Overseas Ltd.,BEEYU,Agriculture,4.27,BSE,3.02,19.84,1,2025-09,,4.26,2025-09,0,0,2025-09,0,0,296.08,1,2025-03,0,-60.43,-60.27,"BEEYU,"
Jayatma Enterprises Ltd.,JAYATMA,Agriculture,4,BSE,13.33,,1,2025-09,0.15,4.06,2025-09,0.63,0.22,2025-03,17.69,-3.66,0.53,1,2025-03,0.03,3.49,4.09,"JAYATMA,"
Thakkers Group Ltd.,THAKKERS,Agriculture,3.33,BSE,21.03,,1,2025-06,40.33,43.39,2025-06,9.34,8.89,2025-03,0.43,0,0.06,1,2024-03,0.84,8.13,7.74,"THAKKERS,"
RJ Bio-Tech Ltd.,RJBIOTECH,Agriculture,3.25,BSE,3.43,,1,2022-03,50.64,53.88,2022-03,14.57,-4.05,2022-03,0,0,,1,2022-03,-1.01,0,0,"RJBIOTECH,"
Signature Green Corporation Ltd.,SIGNGCL,Solvent  Extraction,1.23,BSE,3.42,,1,2025-03,0,-0.04,2025-06,0,0.3,2025-06,4.12,-9.15,0.09,1,2025-03,0,4.14,3.95,"SIGNGCL,"
Kanel Industries Ltd.,KANELIND,Agriculture,0.18,BSE,2.25,,1,2025-09,0.11,0.26,2025-09,0,-0.47,2024-09,0,0,-0.56,1,2024-03,-1.45,0,-7.99,"KANELIND,"
Vistar Amar Ltd. - (Rights Entitlements (REs)),VISTA-RE,Aquaculture,0,BSE,14.41,,1,,,0,,,,-0,,,,1,-0,,,,"VISTA-RE,"
IEL Ltd. - (Rights Entitlements (REs)),INDXTR-RE,Solvent  Extraction,0,BSE,0.25,,1,,,0,,,,-0,,,,1,-0,,,,"INDXTR-RE,"
Dollex Agrotech Ltd. - (Rights Entitlements),DOLLEX-RE,Sugar,0,NSE,0.90,,1,,,0,,,,-0,,,,1,-0,,,,"DOLLEX-RE,"
Himalaya Food lnternational Ltd. - (Rights Entitlements (REs)),750992,Agriculture,0,BSE,0.40,,1,,,0,,,,-0,,,,1,-0,,,,"750992,"
Davangere Sugar Company Ltd. - (Rights Entitlements (REs)),DAVAN-RE1,Sugar,0,NSE,0.16,,1,,,0,,,,-0,,,,1,-0,,,,"DAVAN-RE1,"
Times Green Energy (India) Ltd. Rights Entitlements (REs),751054,Agriculture,0,BSE,27.00,,1,,,0,,,,-0,,,,1,-0,,,,"751054,"
