Sector: Fast Moving Consumer Goods,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Waterbase Ltd.,WATERBASE,Animal Feed,200.63,BSE,48.43,-1.63,2,2025-09,49.86,244.23,2025-09,312.03,-18.04,2025-09,0,,1.37,2,2024-03,0.15,-5.88,-4.89,"WATERBASE,"
Sayaji Industries Ltd.,SAYAJIIND,Consumer Food,198.45,BSE,78.50,2.13,2,2025-03,213.25,408.93,2025-06,1002.59,-15.8,2025-06,0,,2.06,2,2025-03,2.33,-11.39,2.06,"SAYAJIIND,"
Madhusudan Masala Ltd.,MADHUSUDAN,Consumer Food,188.11,NSE,130.00,3.22,2,2025-03,75.11,262.9,2025-03,230.92,15.02,2025-03,12.52,,1.93,2,2025-03,0.81,16.11,15.61,"MADHUSUDAN,"
GLEN Industries Ltd.,GLEN,Packaging,181.18,BSE,75.30,-0.92,1,2025-09,122.66,253.31,,,,2025-03,9.91,,1.66,2,2025-03,2.87,49.24,22.36,"GLEN,"
Milkfood Ltd.,MLKFOOD,Consumer Food,177.57,BSE,72.99,1.39,2,2025-03,112.98,288.91,2025-06,425.37,3.25,2025-06,54.64,-4.68,1.01,2,2025-03,0.64,2.58,7.05,"MLKFOOD,"
Tirupati Starch & Chemicals Ltd.,TIRUSTA,Consumer Food,175.82,BSE,180.00,4.68,2,2025-03,135.87,311.27,2025-06,392.22,11.23,2025-06,15.66,,2.81,2,2025-03,2.23,13.15,10.34,"TIRUSTA,"
Ambar Protein Industries Ltd.,AMBARPIL,Edible Oil,166.15,BSE,289.90,-5.71,1,2025-09,22.86,188.54,2025-09,468.56,8.06,2025-09,20.62,0.41,4.43,1,2025-03,0.75,32.28,27.5,"AMBARPIL,"
Gabriel Pet Straps Ltd.,GPSL,Packaging,165.15,BSE,295.00,1.36,1,2025-03,1.42,159.47,2025-03,30.84,1.56,2025-03,106.07,,3.4,1,2024-03,0.27,6.16,6.66,"GPSL,"
Valencia Nutrition Ltd.,VALENCIA,Consumer Food,164.88,BSE,97.10,4.97,1,2025-03,1.49,158.47,2025-03,8.47,1.07,2025-03,153.5,8.73,4.67,1,2025-03,0.04,6.45,5.91,"VALENCIA,"
Ovobel Foods Ltd.,OVOBELE,Consumer Food,156.38,BSE,165.45,4.48,1,2025-03,26.9,172.28,2025-06,201.68,9.05,2025-06,17.28,0.64,1.77,1,2025-03,0.31,11.17,13.53,"OVOBELE,"
TBI Corn Ltd.,TBI,Consumer Food,155.44,NSE,85.60,-0.29,1,2025-03,64.96,219.97,2025-03,211.6,13.63,2025-03,11.4,,1.53,2,2025-03,0.64,18.91,18.56,"TBI,"
Shri Gang Industries & Allied Products Ltd.,SHRIGANG,Edible Oil,150.81,BSE,82.50,1.02,1,2025-03,85.13,235.47,2025-06,353.43,27.93,2025-06,5.4,0.09,11.83,1,2025-03,8.03,0,45.04,"SHRIGANG,"
Kaira Can Company Ltd.,KAIRA,Packaging,147.54,BSE,1599.95,1.47,1,2025-03,3.81,147.82,2025-06,242.37,4.07,2025-06,36.22,-11.61,1.63,1,2025-03,0.04,4.37,6,"KAIRA,"
Leo Dryfruits & Spices Trading Ltd.,VANDU,Consumer Food,127.03,BSE,71.00,0.23,1,2025-03,21.13,147.89,2025-03,87.31,8.16,2025-03,15.56,,2,1,2025-03,0.33,16.68,22.41,"VANDU,"
Yuvraaj Hygiene Product Ltd.,YUVRAAJHPL,Household & Personal Products,127.01,BSE,14.01,-2.23,1,2025-03,6.53,133.38,2025-06,46.22,6.1,2025-06,20.84,0.55,81.03,1,2024-03,-1.54,0,34.17,"YUVRAAJHPL,"
Pee Cee Cosma Sope Ltd.,PCCOSMA,Household & Personal Products,125.47,BSE,478.40,0.43,1,2025-03,1.15,126.37,2025-06,140.55,9.24,2025-06,13.58,0.38,2.43,1,2024-03,0.02,29.56,35.14,"PCCOSMA,"
Omfurn India Ltd.,OMFURN,Household & Personal Products,124.16,NSE,105.45,0.33,1,2025-03,14.65,120.9,2025-03,84.13,6.43,2025-03,19.32,0.43,2.11,1,2025-03,0.25,11.57,14.57,"OMFURN,"
Puretrop Fruits Ltd.,PURETROP,Consumer Food,122.94,BSE,154.25,1.41,1,2025-03,3.62,125.13,2025-06,109.79,-7.32,2025-06,0,0,1.09,1,2025-03,0.03,-5.36,-6.12,"PURETROP,"
Hoac Foods India Ltd.,HOACFOODS,Consumer Food,122.01,NSE,281.10,2.16,1,2025-09,1.4,117.41,2025-03,26.48,2.5,2025-03,48.77,,5.7,2,2025-03,0.39,21.82,25.15,"HOACFOODS,"
B&A Packaging India Ltd.,BAPACK,Packaging,115.75,BSE,233.00,-5.88,1,2025-09,7.02,117.03,2025-09,136.36,8.28,2025-09,13.98,2.55,1.37,1,2025-03,0.02,12.56,17.55,"BAPACK,"
Kohinoor Foods Ltd.,KOHINOOR,Consumer Food,113.7,NSE,31.15,0.87,2,2025-03,277.01,389.55,2025-06,78.82,365.19,2025-06,0.31,0.05,-0.35,2,2025-03,-0.86,0,0,"KOHINOOR,"
Synthiko Foils Ltd.,SYNTHFO,Packaging,113.53,BSE,652.50,,1,2025-03,,112.83,2025-06,19.96,2.25,2025-06,50.48,-3.24,26.4,1,2024-03,0.01,3.68,11.51,"SYNTHFO,"
Kovilpatti Lakshmi Roller Flour Mills Ltd.,KLRFM,Consumer Food,112.79,BSE,124.75,2.25,1,2025-03,67.37,179.91,2025-06,425.34,6.89,2025-06,16.38,-0.71,1.61,1,2025-03,1.01,1.73,7.07,"KLRFM,"
Modern Dairies Ltd.,MODAIRY,Consumer Food,109.96,BSE,42.92,-0.65,1,2025-03,7.25,108.64,2025-06,331.96,80.75,2025-06,1.36,0.05,3.23,1,2025-03,0.22,0,236.72,"MODAIRY,"
Srivari Spices & Foods Ltd.,SSFL,Consumer Food,109.7,NSE,128.00,1.95,1,2025-03,16.63,126.09,2025-03,111.92,9.72,2025-03,11.29,,1.87,2,2025-03,0.28,22.94,27.65,"SSFL,"
Ideal Technoplast Industries Ltd.,IDEALTECHO,Packaging,108,NSE,216.00,2.86,1,2025-03,11.98,119.77,2025-03,28.48,2.88,2025-03,37.49,,4.55,1,2025-03,0.5,19.3,20.2,"IDEALTECHO,"
JHS Svendgaard Laboratories Ltd.,JHS,Household & Personal Products,107.26,NSE,12.47,2.05,2,2025-03,5.14,92.86,2025-06,90.97,-18.06,2025-06,0,,0.63,2,2025-03,0.03,-11.61,-6.8,"JHS,"
Tanvi Foods (India) Ltd.,TANVI,Consumer Food,104.13,BSE,81.17,2.00,1,2025-03,20.9,124.6,2025-03,84.7,0.36,2025-03,285.29,-11.3,1.5,2,2024-03,0.42,1.01,3.62,"TANVI,"
Ambo Agritec Ltd.,AMBOAGRI,Edible Oil,102.52,BSE,51.66,-4.98,1,2025-03,16.37,118.42,2025-03,120.02,1.91,2025-03,53.76,,2.22,2,2025-03,0.46,4.52,8.61,"AMBOAGRI,"
Naman In-Store (India) Ltd.,NAMAN,Household & Personal Products,100.61,NSE,77.00,-1.22,1,2025-09,18.84,95.71,2025-03,155.63,6.28,2025-03,16.02,,1.27,1,2025-03,0.24,10.68,14.13,"NAMAN,"
Gujarat Containers Ltd.,GUJCONT,Packaging,98.9,BSE,175.05,1.01,1,2025-09,20.14,119.01,2025-09,144.99,6.88,2025-09,14.38,0.21,1.85,1,2025-03,0.42,17.54,18.44,"GUJCONT,"
Ador Multiproducts Ltd.,ADORMUL,Household & Personal Products,97.52,BSE,102.00,10.00,2,2025-03,0.69,98.21,2025-06,1.82,-3.55,2025-06,0,0,4.08,2,2025-03,0.08,-32.25,-28.32,"ADORMUL,"
Gayatri Bio Organics Ltd.,GAYATRIBI,Consumer Food,91.55,BSE,11.62,-0.94,1,2025-03,36.9,128.43,2025-06,0,-0.77,2025-06,0,,-2.53,1,2025-03,-1.03,0,-40.85,"GAYATRIBI,"
Virat Crane Industries Ltd.,VIRATCRA,Consumer Food,90.7,BSE,45.00,-2.26,1,2025-03,7.8,97.68,2025-06,148.72,1.23,2025-06,73.62,-13.36,1.34,1,2024-03,0.09,17.15,18.44,"VIRATCRA,"
Sundaram Multi Pap Ltd.,SUNDARAM,Printing & Stationery,89.09,NSE,1.88,-0.53,1,2025-03,25.51,100.39,2025-06,125.67,-5.82,2025-06,0,0,1.02,1,2025-03,0.29,-5.68,-2.04,"SUNDARAM,"
Rexpro Enterprises Ltd.,REXPRO,Household & Personal Products,88.53,NSE,79.00,-0.63,1,2025-03,4.99,57.53,2025-03,98.3,8.01,2025-03,11.05,,1.43,2,2025-03,0.08,22.6,28.94,"REXPRO,"
Prime Industries Ltd.,PRIMIND,Consumer Food,86.87,BSE,41.75,3.06,1,2025-03,16.29,73.34,2025-06,0,1.61,2025-06,53.86,3.74,2.98,1,2025-03,0.56,5.98,7.11,"PRIMIND,"
Ajooni Biotech Ltd.,AJOONI,Animal Feed,85.09,NSE,4.94,0.00,1,2025-06,5.37,74.71,2025-06,120.3,3.67,2025-06,23.18,0.4,0.96,1,2024-03,0.05,5.12,7.75,"AJOONI,"
AKI India Ltd.,AKI,Leather,84.63,NSE,8.05,-0.37,2,2025-03,22.42,104.27,2025-06,77.85,1.47,2025-06,57.41,,0.99,2,2025-03,0.39,3.06,5.4,"AKI,"
Jhandewalas Foods Ltd.,JFL,Consumer Food,82.21,BSE,62.00,,1,2025-03,28.1,109.38,2024-03,26.47,22.36,2025-03,13.68,0.72,3.76,1,2025-03,1.29,72.84,23.04,"JFL,"
Super Tannery Ltd.,SUPTANERY,Leather,81.3,BSE,7.58,-0.79,2,2025-03,69.31,136.84,2025-06,288.32,7.83,2025-06,10.38,0.73,0.77,2,2024-03,0.81,6.06,7.76,"SUPTANERY,"
Team24 Consumer Products Ltd.,TEAM24,Consumer Food,80.54,BSE,32.44,0.50,1,2025-03,,67.78,2025-06,0.89,2.72,2025-06,29.67,13.3,6.24,1,2024-03,-1.03,0,-327.53,"TEAM24,"
Raj Oil Mills Ltd.,ROML,Edible Oil,76.59,NSE,51.42,1.96,1,2025-09,29.01,105.27,2025-09,136.6,5.37,2025-09,14.25,1.12,-30.98,1,2025-03,-7.84,0,15.26,"ROML,"
Kothari Fermentation & Biochem Ltd.,KFBL,Consumer Food,73.56,BSE,49.04,0.31,1,2025-03,43.42,116.48,2025-06,111.63,-1.41,2025-06,0,0,1.33,1,2025-03,0.77,1.44,5.45,"KFBL,"
Integrated Proteins Ltd.,INTEGFD,Consumer Food,71.58,BSE,38.25,5.00,1,2025-09,0.09,71.58,2025-09,25.7,0.33,2025-09,214.31,1.93,3.97,1,2025-03,1.36,10.34,2.4,"INTEGFD,"
Oceanic Foods Ltd.,OCEANIC,Consumer Food,70.72,BSE,63.00,0.00,1,2025-03,31.46,102.14,2025-06,157.24,5.51,2025-06,12.84,1.13,1.76,1,2025-03,0.81,13.66,15.15,"OCEANIC,"
Phoenix International Ltd.,PHOENXINTL,Leather,70.35,BSE,41.90,4.10,2,2025-03,64.99,129.61,2025-06,24.19,1.81,2025-06,38.74,-3.08,0.78,2,2025-03,0.73,1.8,6.56,"PHOENXINTL,"
Flex Foods Ltd.,FLEXFO,Consumer Food,70.32,BSE,57.38,-1.09,1,2025-03,279.07,347.69,2025-06,157.29,-39.98,2025-06,0,,2.44,1,2025-03,6.68,-55.52,-6.21,"FLEXFO,"
Lykis Ltd.,LYKISLTD,Household & Personal Products,68.68,BSE,35.50,1.81,2,2025-09,41.64,101.94,2025-09,297.37,3.42,2025-09,20.2,0.68,2.08,2,2025-03,1.17,8.1,9.85,"LYKISLTD,"
Anjani Foods Ltd.,ANJANIFOODS,Consumer Food,68.67,BSE,24.55,6.19,2,2025-09,11.27,79.51,2025-09,61.49,0.57,2025-09,100.25,,4.33,2,2024-03,0.62,8.95,11.44,"ANJANIFOODS,"
3B Films Ltd.,3BFILMS,Packaging,67.97,BSE,27.44,-0.58,1,2025-03,102.48,170.36,2025-03,85.31,5.05,2025-03,13.45,,1.03,1,2025-03,2.9,17.1,8.55,"3BFILMS,"
NHC Foods Ltd.,NHCFOODS,Consumer Food,66.28,BSE,1.08,2.86,1,2025-03,31,93.57,2025-06,384.58,6.74,2025-06,9.83,0.27,0.77,1,2024-03,1.21,8.81,12.79,"NHCFOODS,"
Saboo Sodium Chloro Ltd.,SABOOSOD,Consumer Food,63.25,BSE,15.07,0.40,1,2025-03,21.8,81.18,2025-06,56.65,-0.96,2025-06,0,0,1.33,1,2025-03,0.46,0.67,3.93,"SABOOSOD,"
Dangee Dums Ltd.,DANGEE,Consumer Food,63.13,NSE,4.10,-1.20,1,2025-03,2.28,65.22,2025-06,27.08,-0.75,2025-06,0,0,4.12,1,2024-03,0.51,-5.26,4.8,"DANGEE,"
Golden Tobacco Ltd.,GOLDENTOBC,Cigarettes/Tobacco,61.28,NSE,34.83,3.05,1,2021-09,2,59.66,2021-12,32.66,2.71,2021-12,22.65,1.25,,1,2021-03,-0.01,0,0,"GOLDENTOBC,"
Diligent Industries Ltd.,DILIGENT,Edible Oil,59.85,BSE,2.52,-1.56,1,2025-03,36.37,95.55,2025-06,154.84,2.69,2025-06,22.28,0.57,0.92,1,2024-03,3.18,11.98,7.35,"DILIGENT,"
Universal Starch-Chem Allied Ltd.,UNIVSTAR,Consumer Food,57.31,BSE,143.70,2.50,1,2025-03,79.49,130.19,2025-06,479.06,-0.76,2025-06,0,0,0.85,1,2025-03,1.14,4.71,9.42,"UNIVSTAR,"
Baba Food Processing (India) Ltd.,BABAFP,Consumer Food,57.14,NSE,35.00,,1,2025-03,53.48,110.43,2025-03,205.81,4.31,2025-03,13.27,,0.91,2,2025-03,0.89,7.28,6.9,"BABAFP,"
Abram Food Ltd.,ABRFL,Consumer Food,57.03,BSE,110.65,-4.98,1,2024-03,6.01,62.92,,,,2024-03,55.97,,,1,2024-03,1.45,27.98,22.07,"ABRFL,"
Ceeta Industries Ltd.,CEETAIN,Consumer Food,56.76,BSE,39.14,-2.00,1,2025-03,4.86,61.45,2025-06,23.44,0.77,2025-06,73.72,17.51,2.05,1,2025-03,0.18,10.58,12.05,"CEETAIN,"
DK Enterprises Global Ltd.,DKEGL,Packaging,55.93,NSE,74.50,4.93,1,2025-03,9.91,55.28,2025-03,73.45,5.05,2025-03,11.08,,1.97,2,2025-03,0.35,21.29,25.09,"DKEGL,"
Ritesh International Ltd.,RITESHIN,Consumer Food,55.45,BSE,64.83,4.68,1,2025-03,9.87,65.09,2025-06,137.62,3.54,2025-06,15.66,0.26,2.52,1,2025-03,0.46,16.53,17.9,"RITESHIN,"
Nakoda Group Of Industries Ltd.,NGIL,Consumer Food,51.66,NSE,28.70,-2.18,1,2025-03,12.39,63.63,2025-06,44.51,-2.93,2025-06,0,,2.06,1,2025-03,0.54,-17.27,-8.12,"NGIL,"
Italian Edibles Ltd.,ITALIANE,Consumer Food,49.5,NSE,33.50,3.08,1,2025-03,20.56,69.67,2025-03,84.98,3.05,2025-03,16.25,,1.13,1,2025-03,0.47,7.19,11.43,"ITALIANE,"
Uma Converter Ltd.,UMA,Packaging,48.66,NSE,24.00,,1,2025-03,65.74,113.98,2025-03,227.54,2.7,2025-03,18,,0.71,1,2025-03,0.96,4.06,7.48,"UMA,"
Sarup Industries Ltd.,SARUPINDUS,Household & Personal Products,48.2,BSE,148.20,4.99,1,2025-03,35.93,83.37,2025-06,16.33,4.85,2025-06,9.93,0.63,-16.78,1,2024-03,-5.53,0,1.38,"SARUPINDUS,"
Spinaroo Commercial Ltd.,SPINAROO,Packaging,46.17,BSE,66.02,-4.99,1,2025-03,7.79,53.37,2025-03,39.32,1.44,2025-03,32.11,,2.29,1,2024-03,1.25,26.28,19.63,"SPINAROO,"
Swojas Foods Ltd.,SWOJAS,Consumer Food,45.61,BSE,14.73,4.99,1,2025-09,0.01,45.2,2025-09,130.62,3.14,2025-09,14.55,0.12,6.88,1,2025-03,0.18,57.42,73.79,"SWOJAS,"
Standard Surfactants Ltd.,STDSFAC,Detergents & Soaps,44.6,BSE,53.99,0.39,1,2025-03,55.75,99.02,2025-06,186.88,1.67,2025-06,26.68,1.56,1.5,1,2024-03,1.19,5.74,5.4,"STDSFAC,"
Orient Beverages Ltd.,ORIBEVER,Consumer Food,44.31,BSE,205.00,0.42,2,2025-03,71.83,109.85,2025-06,166.19,2.35,2025-06,18.86,0.38,1.95,2,2025-03,3.42,15.55,13.51,"ORIBEVER,"
Dindigul Farm Product Ltd.,DFPL,Consumer Food,44.19,BSE,18.09,4.99,1,2025-03,17.91,62.09,2025-03,62.05,-5.61,2025-03,0,,0.98,1,2024-03,1.84,0,58.78,"DFPL,"
Ambica Agarbathies & Aroma Industries Ltd.,AMBICAAGAR,Household & Personal Products,43.32,NSE,25.22,0.12,1,2025-03,75.03,116.81,2025-06,130.75,0.51,2025-06,85.62,-2.44,0.39,1,2025-03,0.69,0.46,7.69,"AMBICAAGAR,"
Poona Dal & Oil Industries Ltd.,POONADAL,Edible Oil,42.52,BSE,74.50,-4.91,1,2025-03,0,3.19,2025-06,135.98,1.28,2025-06,33.17,3.93,0.75,1,2025-03,0,2.39,3.28,"POONADAL,"
Spectrum Foods Ltd.,SPECFOOD,Consumer Food,42.45,BSE,17.51,-3.53,1,2025-03,0.77,36.75,2025-06,23.7,-0.59,2025-06,0,0,1.02,1,2024-03,1.33,202.35,104.06,"SPECFOOD,"
Tapi Fruit Processing Ltd.,TAPIFRUIT,Consumer Food,41.93,NSE,97.50,-0.36,1,2025-03,6.79,48.67,2025-03,17.5,-1.57,2025-03,0,,3.59,2,2025-03,0.58,-12.24,-7.62,"TAPIFRUIT,"
Solvex Edibles Ltd.,SOLVEX,Edible Oil,40.27,BSE,44.00,-3.83,1,2025-03,57.94,97.94,,,,2025-03,14.19,,1.07,2,2025-03,2.87,23.69,14.55,"SOLVEX,"
NK Industries Ltd.,NKIND,Edible Oil,40.22,NSE,66.93,-0.49,2,2025-03,0,39.37,2025-06,20.73,-4.25,2025-06,0,0,-0.08,2,2025-03,0,0,0,"NKIND,"
Essex Marine Ltd.,ESSEX,Consumer Food,38.58,BSE,25.35,-0.82,1,2024-03,16.08,53.39,,,,2024-03,21.17,,,1,2024-03,1.24,15.06,14.68,"ESSEX,"
Sonalis Consumer Products Ltd.,SONALIS,Consumer Food,38.29,BSE,82.00,12.71,1,2025-03,0.59,38.37,2025-03,106.7,2.65,2025-03,14.44,,3.46,1,2025-03,0.07,37.95,43.35,"SONALIS,"
Lake Shore Realty Ltd.,LAKESHORE,Consumer Food,38.22,BSE,109.18,4.99,1,2025-03,0,19.28,2025-06,0,0.85,2025-06,45.12,-6.33,1.88,1,2025-03,0,3.67,4.88,"LAKESHORE,"
Sati Poly Plast Ltd.,SATIPOLY,Packaging,38.09,NSE,77.00,,1,2025-03,15.21,52.78,2025-03,301.86,-10.56,2025-03,0,,2.36,1,2025-03,0.94,-74.07,-37.51,"SATIPOLY,"
Sanwaria Consumer Ltd.,SANWARIA,Edible Oil,36.07,NSE,0.28,-3.45,2,2025-03,899.08,934.98,2025-03,1.06,-4.31,2025-03,0,0,-0.06,2,2024-03,-1.43,0,-2.36,"SANWARIA,"
Nuway Organic Naturals India Ltd.,NUWAY,Household & Personal Products,35.46,BSE,37.00,,1,2023-09,0.08,34.66,2022-12,0,-1.86,2023-03,171,13.91,,1,2023-03,-1.1,0,9.46,"NUWAY,"
Chothani Foods Ltd.,CHOTHANI,Consumer Food,35.24,BSE,34.02,,1,2025-03,1.38,36.32,2025-03,8,0.14,2025-03,257.26,118.01,2.27,1,2025-03,0.09,0.88,2.3,"CHOTHANI,"
Rajeshwari Cans Ltd.,RCAN,Packaging,34.83,BSE,33.20,-3.66,1,2025-03,9.62,44.15,2025-03,40.24,1.92,2025-03,18.17,0.29,2.9,1,2025-03,0.8,17.39,19.67,"RCAN,"
IB Infotech Enterprises Ltd.,IBINFO,Consumer Food,32.66,BSE,255.00,-1.26,1,2025-09,,32.56,2025-09,6.49,1.4,2025-09,23.41,0.41,9.55,1,2025-03,0,35.51,58.84,"IBINFO,"
Chordia Food Products Ltd.,CHORDIA,Consumer Food,29.81,BSE,74.00,-0.76,1,2025-03,0,28.03,2025-06,3.22,0.59,2025-06,50.27,-8.04,1.95,1,2025-03,0,3.68,5.28,"CHORDIA,"
Goel Food Products Ltd.,GOEL,Consumer Food,29.81,BSE,15.81,,1,2025-03,26.45,52.51,2025-03,24.52,5.05,2025-03,5.9,,0.8,1,2024-03,1.33,25.39,18.92,"GOEL,"
Sunil Agro Foods Ltd.,SUNILAGR,Consumer Food,29.07,BSE,96.79,-0.22,1,2025-09,44.39,73.03,2025-09,223.28,-0.1,2025-09,0,,1.82,1,2025-03,2.03,-6.65,3.51,"SUNILAGR,"
Prima Industries Ltd.,PRIMAIN,Animal Feed,27.01,BSE,25.03,-2.00,2,2025-03,2.92,29.92,2025-06,8.02,-0.29,2025-06,0,,3.78,2,2025-03,0.15,-4.04,0.51,"PRIMAIN,"
SPP Polymer Ltd.,SPPPOLY,Packaging,26.47,NSE,17.20,1.18,1,2025-03,7.72,34.17,2025-03,107.56,1.12,2025-03,23.52,,0.52,1,2025-03,0.15,2.95,7.01,"SPPPOLY,"
KMG Milk Food Ltd.,KMGMILK,Consumer Food,25.46,BSE,48.00,,1,2025-03,7.01,31.04,2025-06,7.66,-0.48,2025-06,0,0,-36.48,1,2025-03,-6.47,0,7.01,"KMGMILK,"
Hipolin Ltd.,HIPOLIN,Detergents & Soaps,24.42,BSE,78.00,3.79,2,2025-03,2.12,26.26,2025-06,18.23,-4.05,2025-06,0,,3.3,2,2024-03,0.18,-7.47,-6,"HIPOLIN,"
Jay Kailash Namkeen Ltd.,JAYKAILASH,Consumer Food,23.51,BSE,47.05,2.30,1,2025-03,10.68,28.9,2025-03,15.02,1.22,2025-03,19.35,,1.27,1,2025-03,0.58,9.85,12.82,"JAYKAILASH,"
Neelkanth Ltd.,NEELKANTH,Consumer Food,23.34,BSE,53.55,,1,2025-03,0.36,23.52,2025-06,4.94,-0.02,2025-06,0,0,2.47,1,2025-03,0.04,0.08,0.51,"NEELKANTH,"
Amin Tannery Ltd.,AMINTAN,Leather,21.59,BSE,2.00,-2.91,1,2025-03,28.54,49.86,2025-06,42.72,0.3,2025-06,73.2,3.2,1.67,1,2025-03,2.23,2.3,4.27,"AMINTAN,"
Shashwat Furnishing Solutions Ltd.,SFSL,Household & Personal Products,20.64,BSE,98.84,,1,2025-03,1.41,21.98,2025-03,4.69,0.36,2025-03,58.13,,5.78,1,2024-03,0.49,-25.15,-14.56,"SFSL,"
Jetmall Spices and Masala Ltd.,JETMALL,Consumer Food,20.46,BSE,34.14,-1.98,1,2025-09,,20.09,2025-03,0.74,-0.75,2025-03,0,,2.27,1,2025-03,0,-7.93,-8.31,"JETMALL,"
Boss Packaging Solutions Ltd.,BOSS,Packaging,19.39,NSE,43.60,1.75,1,2025-03,0.31,17.39,2025-03,15.28,1.54,2025-03,12.56,,1.4,1,2025-03,0.02,16.77,22.71,"BOSS,"
Jaipan Industries Ltd.,JAIPAN,Household & Personal Products,18.12,BSE,29.71,-0.20,1,2025-03,7.05,23.78,2025-06,28.45,0.24,2025-06,74.89,6,1.72,1,2024-03,1.34,-115.59,-71.63,"JAIPAN,"
Paramount Cosmetics (India) Ltd.,PARMCOS-B,Household & Personal Products,17.96,BSE,37.00,,1,2025-09,10.43,26.91,2025-09,24.9,0.06,2025-09,299.39,16.96,0.88,1,2025-03,0.56,0.15,5.18,"PARMCOS-B,"
Swasth Foodtech India Ltd.,SWASTH,Consumer Food,17.6,BSE,30.05,-3.41,1,2025-03,20.21,33.38,2025-03,168.64,2.41,2025-03,7.31,,0.83,1,2024-03,3.75,41.69,14.28,"SWASTH,"
Labelkraft Technologies Ltd.,LABELKRAFT,Printing & Stationery,17.52,BSE,54.00,,1,2025-09,2.52,19.43,2025-03,21.59,1.24,2025-03,14.14,,1.46,1,2025-03,0.24,10.87,13.99,"LABELKRAFT,"
GKP Printing & Packaging Ltd.,GKP,Packaging,17.45,BSE,8.00,-3.61,1,2025-03,2.21,17.91,2025-06,29.77,0.75,2025-06,23.26,10.29,0.78,1,2025-03,0.1,3.87,4.95,"GKP,"
Tasty Dairy Specialities Ltd.,TDSL,Consumer Food,16.73,BSE,8.18,0.99,1,2025-03,67.4,83.94,2025-06,7.22,-9.29,2025-06,0,,-0.53,1,2024-03,-3.55,-901.32,-83.8,"TDSL,"
Novateor Research Laboratories Ltd.,NOVATEOR,Household & Personal Products,15.74,BSE,26.00,,1,2025-03,0.82,16.29,2025-03,2.78,0.08,2025-03,191.9,2.95,1.42,1,2024-03,0.15,0.39,0.83,"NOVATEOR,"
Sarda Proteins Ltd.,SRDAPRT,Edible Oil,15.72,BSE,91.11,,1,2025-03,,15.69,2025-06,35.15,-0.41,2025-06,0,0,14.18,1,2024-03,0,1.23,0.8,"SRDAPRT,"
Anuroop Packaging Ltd.,ANUROOP,Packaging,15.65,BSE,13.97,0.22,2,2025-03,15.03,30.34,2025-06,18.33,4.43,2025-06,3.53,0.34,0.49,2,2025-03,0.48,14.18,16.66,"ANUROOP,"
Shivamshree Business Ltd.,SBL,Consumer Food,15.28,BSE,2.02,,1,2025-03,0.67,15.52,2025-06,5.94,-1.13,2025-06,0,,1.99,1,2025-03,0.18,-18.56,-22.05,"SBL,"
Natraj Proteins Ltd.,NATRAJPR,Edible Oil,15,BSE,40.09,0.98,1,2025-03,22.69,37.63,2025-06,105.81,-0.94,2025-06,0,,0.48,1,2024-03,1.19,-31.32,-12.38,"NATRAJPR,"
ANS Industries Ltd.,ANSINDUS,Consumer Food,14.81,BSE,16.00,,1,2025-03,1.54,16.12,2025-06,0,-2.1,2025-06,0,,5.26,1,2025-03,0.51,-53.66,-39.28,"ANSINDUS,"
Kahan Packaging Ltd.,KAHAN,Packaging,14.69,BSE,54.00,2.37,1,2025-03,7.97,22.62,2025-03,28.39,1.12,2025-03,13.1,,1.49,1,2025-03,0.81,12.06,14.25,"KAHAN,"
Milestone Furniture Ltd.,MILEFUR,Household & Personal Products,14.6,BSE,15.70,1.95,1,2024-09,0.5,15.07,2024-03,0,-0.63,2024-03,0,,,1,2024-03,0.02,-2.5,-2.46,"MILEFUR,"
Kiran Print-Pack Ltd.,KIRANPR,Printing & Stationery,13.53,BSE,27.05,,1,2025-03,0,13.37,2025-06,0.92,0.06,2025-06,237.42,8.5,4.71,1,2025-03,0,2.12,3.14,"KIRANPR,"
Gala Global Products Ltd.,GGPL,Printing & Stationery,13.37,BSE,2.45,-4.67,1,2025-03,29.01,42.38,2025-06,32.49,-6.15,2025-06,0,,0.37,1,2024-03,0.6,0.49,1.85,"GGPL,"
Welterman International Ltd.,WELTI,Leather,12.26,BSE,27.60,,1,2025-03,5.79,17.94,2025-06,0,-0.15,2025-06,0,,-0.99,1,2025-03,-0.47,0,0,"WELTI,"
Prima Agro Ltd.,PRIMAGR,Animal Feed,11.04,BSE,21.26,-3.54,2,2025-03,6.47,17.43,2025-06,9.99,-0.83,2025-06,0,,0.77,2,2025-03,0.44,-2.93,-1.01,"PRIMAGR,"
